tournament name,date,player,odds
Fortinet Championship,9/16/2021,Jonas Blixt,500
Fortinet Championship,9/16/2021,Jonathan Byrd,500
Fortinet Championship,9/16/2021,William McGirt,600
Fortinet Championship,9/16/2021,Chris Stroud,600
Fortinet Championship,9/16/2021,Jim Knous,1000
Fortinet Championship,9/16/2021,Kevin Stadler,1000
Fortinet Championship,9/16/2021,Martin Trainer,1000
Fortinet Championship,9/16/2021,Michael Duncan,2000
Fortinet Championship,9/16/2021,Justin Suh,300
Fortinet Championship,9/16/2021,Kris Ventura,400
Fortinet Championship,9/16/2021,Michael Kim,600
Fortinet Championship,9/16/2021,Joshua McCarthy,1000
Shriners Hospital for Children Open,10/7/2021,Brooks Koepka,25
Shriners Hospital for Children Open,10/7/2021,Viktor Hovland,20
Shriners Hospital for Children Open,10/7/2021,Abraham Ancer,25
Shriners Hospital for Children Open,10/7/2021,Scottie Scheffler,25
Shriners Hospital for Children Open,10/7/2021,Sam Burns,25
Shriners Hospital for Children Open,10/7/2021,Webb Simpson,25
Shriners Hospital for Children Open,10/7/2021,Will Zalatoris,25
Shriners Hospital for Children Open,10/7/2021,Hideki Matsuyama,25
Shriners Hospital for Children Open,10/7/2021,Louis Oosthuizen,30
Shriners Hospital for Children Open,10/7/2021,Harris English,35
Shriners Hospital for Children Open,10/7/2021,Sungjae Im *Winner*,30
Shriners Hospital for Children Open,10/7/2021,Corey Conners,35
Shriners Hospital for Children Open,10/7/2021,Paul Casey,35
Shriners Hospital for Children Open,10/7/2021,Patrick Reed,40
Shriners Hospital for Children Open,10/7/2021,Si Woo Kim,40
Shriners Hospital for Children Open,10/7/2021,Maverick McNealy,40
Shriners Hospital for Children Open,10/7/2021,Adam Scott,60
Shriners Hospital for Children Open,10/7/2021,Joaquin Niemann,40
Shriners Hospital for Children Open,10/7/2021,Matthew Wolff,40
Shriners Hospital for Children Open,10/7/2021,Cameron Tringale,50
Shriners Hospital for Children Open,10/7/2021,Jason Kokrak,50
Shriners Hospital for Children Open,10/7/2021,Erik van Rooyen,50
Shriners Hospital for Children Open,10/7/2021,Charley Hoffman,50
Shriners Hospital for Children Open,10/7/2021,Brian Harman,60
Shriners Hospital for Children Open,10/7/2021,Marc Leishman,60
Shriners Hospital for Children Open,10/7/2021,Mito Pereira,50
Shriners Hospital for Children Open,10/7/2021,Aaron Wise,60
Shriners Hospital for Children Open,10/7/2021,Talor Gooch,60
Shriners Hospital for Children Open,10/7/2021,Russell Henley,60
Shriners Hospital for Children Open,10/7/2021,Rickie Fowler,80
Shriners Hospital for Children Open,10/7/2021,Kevin Streelman,80
Shriners Hospital for Children Open,10/7/2021,Sahith Theegala,100
Shriners Hospital for Children Open,10/7/2021,Cam Davis,100
Shriners Hospital for Children Open,10/7/2021,Seamus Power,100
Shriners Hospital for Children Open,10/7/2021,Lucas Glover,100
Shriners Hospital for Children Open,10/7/2021,Ian Poulter,100
Shriners Hospital for Children Open,10/7/2021,Kevin Kisner,125
Shriners Hospital for Children Open,10/7/2021,Emiliano Grillo,100
Shriners Hospital for Children Open,10/7/2021,Luke List,100
Shriners Hospital for Children Open,10/7/2021,Patton Kizzire,80
Shriners Hospital for Children Open,10/7/2021,Taylor Moore,125
Shriners Hospital for Children Open,10/7/2021,Ryan Palmer,100
Shriners Hospital for Children Open,10/7/2021,Danny Willett,125
Shriners Hospital for Children Open,10/7/2021,Charl Schwartzel,100
Shriners Hospital for Children Open,10/7/2021,Carlos Ortiz,125
Shriners Hospital for Children Open,10/7/2021,Sebastian Munoz,125
Shriners Hospital for Children Open,10/7/2021,Doug Ghim,125
Shriners Hospital for Children Open,10/7/2021,Ryan Moore,125
Shriners Hospital for Children Open,10/7/2021,Adam Hadwin,125
Shriners Hospital for Children Open,10/7/2021,Martin Laird,125
Shriners Hospital for Children Open,10/7/2021,Henrik Norlander,125
Shriners Hospital for Children Open,10/7/2021,Pat Perez,150
Shriners Hospital for Children Open,10/7/2021,Scott Piercy,125
Shriners Hospital for Children Open,10/7/2021,Roger Sloan,125
Shriners Hospital for Children Open,10/7/2021,Rasmus Hojgaard,125
Shriners Hospital for Children Open,10/7/2021,Garrick Higgo,150
Shriners Hospital for Children Open,10/7/2021,Stewart Cink,125
Shriners Hospital for Children Open,10/7/2021,Francesco Molinari,150
Shriners Hospital for Children Open,10/7/2021,Charles Howell III,150
Shriners Hospital for Children Open,10/7/2021,Hayden Buckley,150
Shriners Hospital for Children Open,10/7/2021,Dylan Frittelli,150
Shriners Hospital for Children Open,10/7/2021,Chez Reavie,125
Shriners Hospital for Children Open,10/7/2021,Lanto Griffin,150
Shriners Hospital for Children Open,10/7/2021,Adam Schenk,150
Shriners Hospital for Children Open,10/7/2021,Denny McCarthy,150
Shriners Hospital for Children Open,10/7/2021,Tom Hoge,150
